0.000000000000000000e+00,-3.000000000000000000e+00
0.000000000000000000e+00,-2.333333253860473633e+00
0.000000000000000000e+00,-1.666666626930236816e+00
0.000000000000000000e+00,-1.000000000000000000e+00
0.000000000000000000e+00,-3.333332538604736328e-01
0.000000000000000000e+00,3.333332538604736328e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.666666626930236816e+00
0.000000000000000000e+00,2.333333253860473633e+00
0.000000000000000000e+00,3.000000000000000000e+00
3.333333432674407959e-01,-3.000000000000000000e+00
3.333333432674407959e-01,-2.333333253860473633e+00
3.333333432674407959e-01,-1.666666626930236816e+00
3.333333432674407959e-01,-1.000000000000000000e+00
3.333333432674407959e-01,-3.333332538604736328e-01
3.333333432674407959e-01,3.333332538604736328e-01
3.333333432674407959e-01,1.000000000000000000e+00
3.333333432674407959e-01,1.666666626930236816e+00
3.333333432674407959e-01,2.333333253860473633e+00
3.333333432674407959e-01,3.000000000000000000e+00
6.666666865348815918e-01,-3.000000000000000000e+00
6.666666865348815918e-01,-2.333333253860473633e+00
6.666666865348815918e-01,-1.666666626930236816e+00
6.666666865348815918e-01,-1.000000000000000000e+00
6.666666865348815918e-01,-3.333332538604736328e-01
6.666666865348815918e-01,3.333332538604736328e-01
6.666666865348815918e-01,1.000000000000000000e+00
6.666666865348815918e-01,1.666666626930236816e+00
6.666666865348815918e-01,2.333333253860473633e+00
6.666666865348815918e-01,3.000000000000000000e+00
1.000000000000000000e+00,-3.000000000000000000e+00
1.000000000000000000e+00,-2.333333253860473633e+00
1.000000000000000000e+00,-1.666666626930236816e+00
1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-3.333332538604736328e-01
1.000000000000000000e+00,3.333332538604736328e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.666666626930236816e+00
1.000000000000000000e+00,2.333333253860473633e+00
1.000000000000000000e+00,3.000000000000000000e+00
1.333333373069763184e+00,-3.000000000000000000e+00
1.333333373069763184e+00,-2.333333253860473633e+00
1.333333373069763184e+00,-1.666666626930236816e+00
1.333333373069763184e+00,-1.000000000000000000e+00
1.333333373069763184e+00,-3.333332538604736328e-01
1.333333373069763184e+00,3.333332538604736328e-01
1.333333373069763184e+00,1.000000000000000000e+00
1.333333373069763184e+00,1.666666626930236816e+00
1.333333373069763184e+00,2.333333253860473633e+00
1.333333373069763184e+00,3.000000000000000000e+00
1.666666626930236816e+00,-3.000000000000000000e+00
1.666666626930236816e+00,-2.333333253860473633e+00
1.666666626930236816e+00,-1.666666626930236816e+00
1.666666626930236816e+00,-1.000000000000000000e+00
1.666666626930236816e+00,-3.333332538604736328e-01
1.666666626930236816e+00,3.333332538604736328e-01
1.666666626930236816e+00,1.000000000000000000e+00
1.666666626930236816e+00,1.666666626930236816e+00
1.666666626930236816e+00,2.333333253860473633e+00
1.666666626930236816e+00,3.000000000000000000e+00
2.000000000000000000e+00,-3.000000000000000000e+00
2.000000000000000000e+00,-2.333333253860473633e+00
2.000000000000000000e+00,-1.666666626930236816e+00
2.000000000000000000e+00,-1.000000000000000000e+00
2.000000000000000000e+00,-3.333332538604736328e-01
2.000000000000000000e+00,3.333332538604736328e-01
2.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.666666626930236816e+00
2.000000000000000000e+00,2.333333253860473633e+00
2.000000000000000000e+00,3.000000000000000000e+00
2.333333253860473633e+00,-3.000000000000000000e+00
2.333333253860473633e+00,-2.333333253860473633e+00
2.333333253860473633e+00,-1.666666626930236816e+00
2.333333253860473633e+00,-1.000000000000000000e+00
2.333333253860473633e+00,-3.333332538604736328e-01
2.333333253860473633e+00,3.333332538604736328e-01
2.333333253860473633e+00,1.000000000000000000e+00
2.333333253860473633e+00,1.666666626930236816e+00
2.333333253860473633e+00,2.333333253860473633e+00
2.333333253860473633e+00,3.000000000000000000e+00
2.666666746139526367e+00,-3.000000000000000000e+00
2.666666746139526367e+00,-2.333333253860473633e+00
2.666666746139526367e+00,-1.666666626930236816e+00
2.666666746139526367e+00,-1.000000000000000000e+00
2.666666746139526367e+00,-3.333332538604736328e-01
2.666666746139526367e+00,3.333332538604736328e-01
2.666666746139526367e+00,1.000000000000000000e+00
2.666666746139526367e+00,1.666666626930236816e+00
2.666666746139526367e+00,2.333333253860473633e+00
2.666666746139526367e+00,3.000000000000000000e+00
3.000000000000000000e+00,-3.000000000000000000e+00
3.000000000000000000e+00,-2.333333253860473633e+00
3.000000000000000000e+00,-1.666666626930236816e+00
3.000000000000000000e+00,-1.000000000000000000e+00
3.000000000000000000e+00,-3.333332538604736328e-01
3.000000000000000000e+00,3.333332538604736328e-01
3.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.666666626930236816e+00
3.000000000000000000e+00,2.333333253860473633e+00
3.000000000000000000e+00,3.000000000000000000e+00
